cod_provincia,provincia,cod_ncm_6d,ncm_6d,seccion,tiene_vcr,centralidad,complejidad_producto,complejidad_provincia
2,Ciudad Autónoma de Buenos Aires,190590,"Productos de panadería, pastelería o galletería, incl. con adición de cacao; hostias, sellos vacíos de los tipos utilizados para medicamentos, obleas para sellar, pastas secas de harina, almidón o fécula","Agro, Alimentos y Bebidas",0,0.1814,-0.1999,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200811,Maníes prep. o conservados en formas ncp.,"Agro, Alimentos y Bebidas",0,0.1637,-0.8535,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200819,"Frutos cáscara/semillas en formas ncp., excl. maníes","Agro, Alimentos y Bebidas",0,0.1483,-1.0413,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200830,Agrios preparados en formas ncop.,"Agro, Alimentos y Bebidas",0,0.1383,-0.5244,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200880,Frutillas prep. en formas ncp.,"Agro, Alimentos y Bebidas",0,0.2012,0.0166,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200897,"Mezclas de frutas en agua edulcorada, excl. frutos cáscara/semillas","Agro, Alimentos y Bebidas",0,0.1792,-0.2107,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200899,"Frutas, frutos y partes comestibles ncp. prep. en formas ncp.","Agro, Alimentos y Bebidas",0,0.1386,-1.5189,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,200990,Mezclas de jugos s/alcohol,"Agro, Alimentos y Bebidas",0,0.157,-0.803,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,210500,"Helados incluso c/cacao,en envases <= a 2kg.","Agro, Alimentos y Bebidas",0,0.2014,0.0219,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,210690,"Preparaciones, polvos y complementos alimenticios","Agro, Alimentos y Bebidas",0,0.189,-0.0173,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,220299,"Bebidas no alcohólicas excluído todo tipo de agua, suplementos dietarios, preparaciones alimenticias para propósitos médicos específicos, etc","Agro, Alimentos y Bebidas",0,0.1658,-0.662,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,230990,"Prep. alimenticias para animales, balanceado","Agro, Alimentos y Bebidas",0,0.1689,-0.5327,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,250410,Grafito natural en polvo o escamas,Minerales y Combustible,0,0.1205,-0.5423,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,271490,"Betunes y asfaltos naturales,asfaltitas y rocas asfálticas",Minerales y Combustible,0,0.1328,-0.5972,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,281119,"Ácido inorgánicos ncop. excl. HCl, HClO3, H2SO4, oleum, HNO3, ácidos sulfonítricos, H3PO4, ácidos polifosfóricos, H3BO3, HF, y HCN",Químicos,0,0.1325,0.1885,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,281700,Óxido de cinc(blanco de cinc),Químicos,0,0.1758,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,282110,"Óxido férrico,c/contenido de Fe2O3 >= a 90%",Químicos,0,0.1441,-0.1443,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,282720,"Cloruro de calcio,c/contenido CaC12 >= al 98% en base seca",Químicos,0,0.1619,0.1951,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,282735,Cloruro de níquel,Químicos,0,0.0949,2.0911,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,282739,"Cloruro de cobre, titanio, circonio, antimonio, litio, bismuto y los demás ncop.",Químicos,0,0.221,0.7808,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,283324,Sulfato de níquel,Químicos,0,0.1052,1.0037,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,283526,Fosfatos de calcio excluido hidrogenoortofosfato,Químicos,0,0.1694,-0.2452,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,291631,Ácido benzoico,Químicos,0,0.1498,0.4406,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,291639,Cloruro de 4-cloro-alfa-(1-metiletil)benceno-acetilo,Químicos,0,,0.0564,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,291814,Ácido cítrico,Químicos,0,0.1403,0.0239,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,291815,Sales y ésteres del ácido cítrico,Químicos,0,0.182,0.3691,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,291816,Gluconato de calcio,Químicos,0,0.1467,0.1161,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,292249,Glicina y sus sales,Químicos,0,0.1461,1.2215,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293190,Bis(Trimetilsilil)urea,Químicos,0,0.1884,1.4459,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293214,Sucralosa,Químicos,0,0.111,0.4967,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293339,"Ciclo piridina, sin condensar",Químicos,0,0.2014,1.1338,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293399,Pirazinamida,Químicos,0,0.1588,0.8668,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293410,Ciclo tiazol sin condensar,Químicos,0,0.1461,1.2308,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293690,Mezclas de provitaminas o vitaminas incluidos concentrados naturales,Químicos,0,0.2039,0.2188,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293719,"Corticotropina, gonadotropina coriónica, gonadotropina sérica, Menotropinas y Oxitocina",Químicos,0,0.0923,1.0491,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293729,Metilprednisolona y sus derivados,Químicos,0,0.1004,1.0335,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293750,"Prostaglandinas,tromboxanos y leucotrienos,sus derivados y análogos estructurales",Químicos,0,0.1331,1.6877,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293890,Deslanósido,Químicos,0,0.139,-0.5405,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,293911,Concentrados de paja de adormidera,Químicos,0,0.119,0.8005,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300215,Productos inmunologicos Interferón beta; peg interferón alfa-2-a,Químicos,0,0.1757,1.4805,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300290,Reactivos de origen microbiano p/diagnóstico,Químicos,0,0.1465,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300390,Medicamentos c/folinato de Calcio (Leucorovina)s/acondicionar p/la venta por menor,Químicos,0,0.2149,0.6284,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300410,Medicamentos c/Ampicilina o sus sales,Químicos,0,0.1856,-0.3521,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300420,"Medicamentos c/Cloranfenicol,su palmitato,succinato o hemisuccinato,acondicionados p/la venta por menor",Químicos,0,0.1911,0.0817,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300432,"Medicamentos corticosteroides y derivados, venta p/menor",Químicos,0,0.216,0.5586,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300439,Medicamentos c/hormona crecimiento,Químicos,0,0.1862,1.1476,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300449,Medicamentos c/Alcaloides s/hormonas ni esteroides,Químicos,0,0.21,0.3568,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300450,Medicamentos c/Leucovorina,Químicos,0,0.1893,0.0724,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300490,"Medicamentos c/Estreptoquinasa, venta p/menor",Químicos,0,0.2002,0.4145,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300590,"Apositos reabsorbibles, campos quirurgicos s/tejes y otros",Químicos,0,0.203,0.9059,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300630,Preparaciones opacificantes p/radiología a base de Iohexol,Químicos,0,0.1798,1.0542,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,300660,Preparaciones químicas anticonceptivas a base de hormonas o de espermicidas,Químicos,0,0.1475,-0.0517,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320300,Materia colorante de origen vegetal o animal,Químicos,0,,-0.0198,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320414,Colorantes directos y preparac.,Químicos,0,0.1861,0.4478,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320419,Colorantes a base de carotenoides,Químicos,0,0.202,0.6929,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320820,"Pinturas a base de polímeros acrílicos,de los tipos utilizados p/la fabricación de circuitos impresos",Químicos,0,0.2267,0.5089,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320890,"Pinturas a base de polímeros sintéticos o naturales,ncop.,disueltos en un medio no acuoso",Químicos,0,0.2195,0.3556,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320910,Pinturas de polímeros acrílicos o vinilicos,Químicos,0,0.2135,0.173,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,320990,"Pinturas a base de politetrafluoroetileno,disueltas en medio acuoso",Químicos,0,0.2147,0.4171,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321000,Pinturas ncop.,Químicos,0,0.1978,0.281,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321210,Hojas p/el marcado a fuego,Químicos,0,,1.3242,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321290,"Aluminio en polvo o escamillas,empastado c/disolventes de hidrocarburos,c/contenido de aluminio >=60%",Químicos,0,0.2204,0.5214,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321390,"Colores excluidos en surtidos,en pastillas,tubos,frascos,p/pintura artística,enseñanza,letreros,etc.",Químicos,0,0.1784,-0.0591,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321410,"Masilla,cementos de resina y otros mástiques",Químicos,0,0.2225,0.9035,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,321490,Plastes(enduidos)no refractarios utilizados en albañilería,Químicos,0,0.1935,0.0665,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330112,Aceites esenciales de naranja,Químicos,0,0.1478,-0.6662,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330210,Mezclas odoríficas p/alimentos y bebidas,Químicos,0,0.1334,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330290,Preparaciones odoríficas p/perfumería a base de vetiverol,Químicos,0,,0.6638,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330300,Perfumes(extractos),Químicos,0,0.186,-0.055,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330499,"Cremas de belleza y cremas nutritivas,lociones tónicas,p/el cuidado de la piel",Químicos,0,0.1741,0.4329,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330510,Champúes,Químicos,0,0.1982,-0.0174,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330520,Preparaciones p/la ondulación o desrizado permanentes,Químicos,0,0.171,-0.8507,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330530,Lacas p/el cabello,Químicos,0,0.2218,0.6296,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330590,"Prep. capilares (excl. ondulación, lacas y champúes)",Químicos,0,0.2047,0.1845,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330690,"Prep. higiene dental, excl. dentrificos o hilo dental",Químicos,0,0.1856,0.1812,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330720,Desodorantes y antitranspirantes corporales líquidos,Químicos,0,0.1962,-0.0476,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330730,Sales perfumadas y otras preparaciones p/el baño,Químicos,0,0.2078,0.1569,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330749,"Preparaciones p/perfumar o desodorizar locales incluso p/ceremonias religiosas,ncop.",Químicos,0,0.2108,0.0973,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,330790,"Art. limpieza lentes de contacto, prep. de tocador p/animales, depilatorios, plantas para perfumar armarios.",Químicos,0,0.1982,0.3014,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,340120,"Jabón de tocador,en formas ncop.",Químicos,0,0.1706,-0.932,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,340290,Mezclas de agentes de superficie orgánicos conteniendo solamente productos no iónicos,Químicos,0,0.1992,0.113,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,340490,"Ceras artificiales de polietileno,emulsionables",Químicos,0,,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,340590,Prep. p/lustrar vidrio y metales,Químicos,0,0.1406,0.7227,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,340700,Pastas p/modelar,Químicos,0,0.1958,0.9625,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,350610,"Colas o adhesivos a base de cianoacrilatos,acondicionados p/la venta por menor,peso <=a 1Kg.",Químicos,0,0.1905,0.4669,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,350691,Adhesivos a base de cauchos,Químicos,0,0.1999,1.1056,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,350699,Colas y adhesivos preparados ncop.,Químicos,0,0.207,-0.1045,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,380120,Suspensión semicoloidal de grafito en aceite mineral,Químicos,0,0.1671,1.9479,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,380899,"Raticidas (domésticos, bromometano o bromoclorometano)",Químicos,0,0.2119,0.3284,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,380992,"Impermeabilizantes (parafina, p/papel o similares)",Químicos,0,0.1852,0.8057,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,381010,Preparaciones p/el decapado de los metales,Químicos,0,0.1384,1.379,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,381400,"Disolventes y diluyentes orgánicos compuestos ncop.,preparaciones p/quitar pinturas o barnices que contengan clorofluorocarburos del metano,del etano o del propano(CFC),incluido que contengan hidroclorofluorocarburos(HCFC)",Químicos,0,0.1858,-0.1369,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,382200,"Reactivos p/la determinación de componentes en la sangre u orina sobre soporte de papel,en rollos,s/soporte adicional hidrófugo,no aptos p/uso directo",Químicos,0,0.1944,1.429,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,382499,"Productos químicos y preparaciones de las industrias químicas o afines, incl. las mezclas de productos naturales, ncop",Químicos,0,0.1808,0.9411,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,390319,Poliestirenos excl. expandible,Químicos,0,0.1586,0.441,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,390690,"Polímeros acrílicos, en formas primarias (exc. poli""metacrilato de metilo"")",Químicos,0,0.1933,1.4168,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,391231,"Carboximetilcelulosa c/contenido de carboximetilcelulosa >= 75%,en formas primarias",Químicos,0,0.1776,0.2561,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,391732,"Tubos de copolímeros de etileno,ncop.,s/accesorios",Químicos,0,0.2066,0.4953,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,391739,Tubos de plástico ncop.,Químicos,0,0.2338,0.7574,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,391910,"De polipropileno en placas, láminas, hojas, cintas, tiras y demás formas planas, autoadhesivas, de plástico, incluso en rollos.",Químicos,0,0.1955,0.3145,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,391990,"Placas, laminas, hojas, cintas y demas formas planas autoadhesivas, de polipropileno, ncop.",Químicos,0,0.2065,1.1284,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392010,"Placas y láminas poliméricas de etileno, sin esfuerzo ni soporte, sin trabajar o trabajadas solo en la superficie, forma cuadrada o rectangular",Químicos,0,0.2035,0.0946,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392043,"Placas,hojas y tiras de poli(cloruro de vinilo),c/contenido de plastificantes >= a 6%,transparentes,termocontraíbles,de espesor <= a 250 micrómetros",Químicos,0,0.2024,0.1595,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392049,"Placas, hojas y tiras de polímeros de cloruro de vinilo ncop.",Químicos,0,0.1761,0.568,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392062,"Hojas y tiras de politereftalato de etileno,espesor < 5 micrones,s/refuerzo,estratificación ni soporte",Químicos,0,0.1685,-0.5157,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392310,Estuchas plásticos p/acondicionar discos p/sistemas de lectura de rayo láser,Químicos,0,0.2056,0.2419,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392321,"Bolsas,bolsitas y cucuruchos de polímeros de etileno,capacidad",Químicos,0,0.1817,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392329,"Bolsas,bolsitas y cucuruchos de plásticos ncop.,capacidad <=1000cm3.",Químicos,0,0.1906,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392330,"Bombonas, botellas, frascos y artículos similares de plástico",Químicos,0,0.1632,-0.6205,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392350,"Tapones, tapas, cápsulas y otros dispositivos de cierre, de plástico",Químicos,0,0.2179,0.2369,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392390,Artículos de plástico ncp.,Químicos,0,0.2023,0.1975,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392410,"Vajilla y otros artículos p/servicio de mesa o cocina,de plástico",Químicos,0,0.1479,-0.8395,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392490,"Artículos de uso doméstico,de higiene o tocador de plástico,ncop.",Químicos,0,0.1556,-0.8764,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392590,"Elementos estructurales para la construcción de suelos, paredes, tabiques, techos o tejados, canalones y sus accesorios, barandillas, balaustradas, elementos acanalados, cúpulas, remates y demás motivos arquitectónicos de decoración, de plástico",Químicos,0,0.2051,0.3307,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392620,"Prendas y accesorios de vestir incluido guantes,de plástico",Químicos,0,0.0909,-1.9795,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392630,"Guarniciones p/muebles,carrocerías o similares de plástico",Químicos,0,0.1938,0.8043,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,392690,"Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914, ncop (exc. productos de 9619)",Químicos,0,0.2107,0.4797,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400510,"Caucho etileno-propileno-dieno no conjugado(EPDM)-propileno,c/sílice y plastificante,en gránulos",Químicos,0,0.2246,0.7929,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400819,"Varillas y perfiles de caucho celular,vulcanizado,s/endurecer",Químicos,0,0.2294,0.6454,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400821,"Placas,hojas y tiras de caucho no celular,vulcanizado,s/endurecer",Químicos,0,0.2057,0.6146,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400829,"Varillas y perfiles de caucho no celular,vulcanizado,s/endurecer",Químicos,0,0.225,0.8037,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400921,"Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/metal,c/presión de ruptura >=17,3 MPa,s/accesorios",Químicos,0,0.203,0.5838,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400922,"Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/metal,c/presión de ruptura >=17,3 MPa,c/accesorios",Químicos,0,0.2166,0.763,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,400932,"Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/materia textil,c/presión de ruptura >=17,3 MPa,c/accesorios",Químicos,0,0.1833,,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401012,"Correas transportadoras de caucho vulcanizado,reforzadas c/materia textil",Químicos,0,0.2012,0.233,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401019,"Correas transportadoras de caucho vulcanizado excluidas reforzadas c/metal,materia textil y plástico",Químicos,0,0.2142,0.5265,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401039,Correas de caucho vulcanizado ncp.,Químicos,0,0.1968,1.07,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401150,"Neumáticos de caucho,nuevos,utilizados en bicicletas",Químicos,0,0.1824,-0.4351,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401490,Bolsas p/hielo o agua caliente de caucho vulcanizado s/endurecer,Químicos,0,0.2027,0.5469,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401610,Partes de caucho para vehículos,Químicos,0,0.1996,-0.1581,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401693,Juntas o empaquetaduras de caucho vulcanizado s/endurecer,Químicos,0,0.2229,0.6845,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,401699,"Obturadores de EPDM p/capacitores,c/perforaciones p/terminales",Químicos,0,0.2283,0.626,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,410419,"Cueros y pieles de bovino c/una superficie por unidad <= a 2,6 m2,simplemente pre-curtidos al cromo","Agro, Alimentos y Bebidas",0,0.1179,-1.7195,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,410441,"Cueros y pieles de bovino secos, depilados, plena flor s/dividir o divididos c/la flor","Agro, Alimentos y Bebidas",0,0.1093,-1.7646,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,410792,Cueros de bovino excluido enteros divididos,"Agro, Alimentos y Bebidas",0,0.1599,-0.7521,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,410799,Cueros de bovino excluido enteros ncp.,"Agro, Alimentos y Bebidas",0,0.1657,-1.1314,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420100,Artículos de cuero para animales,"Agro, Alimentos y Bebidas",0,0.171,-0.6319,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420212,"Baúles,valijas,portafolios y similares c/superficie exterior de plástico","Agro, Alimentos y Bebidas",0,0.1391,-0.5939,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420221,"Bolsos de mano c/superficie exterior de cuero natural,regenerado o charolado","Agro, Alimentos y Bebidas",0,0.1558,-0.8973,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420222,Bolsos de mano c/superficie exterior de hojas de plástico,"Agro, Alimentos y Bebidas",0,,-1.1833,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420229,Bolsos de mano c/superficie exterior de materias ncop.,"Agro, Alimentos y Bebidas",0,0.1884,-1.0796,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420231,Artículos de bolsillo o de bolsos de mano c/superficie exterior de cuero,"Agro, Alimentos y Bebidas",0,0.1522,-1.0146,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420232,Artículos de bolsillo o de bolsos de mano c/superficie exterior de hojas de plásticas o materias textiles,"Agro, Alimentos y Bebidas",0,0.1439,-1.048,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420239,Artículos de bolsillo o de bolsos de mano c/superficie exterior de materias ncop.,"Agro, Alimentos y Bebidas",0,0.1388,-1.3501,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420291,"Artículos de cuero excluidos baúles,bolsos de mano,artículos de bolsillo y similares","Agro, Alimentos y Bebidas",0,0.1775,-1.1759,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420292,"Artículos de plástico o materias textiles excluidos baúles,bolsos de mano,artículos de bolsillo o similares","Agro, Alimentos y Bebidas",0,0.113,-1.9606,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420310,Ropa de cuero,"Agro, Alimentos y Bebidas",0,0.1793,-0.7493,0.0878689687339134
2,Ciudad Autónoma de Buenos Aires,420329,"Guantes,mitones y manoplas de cuero,ncop.","Agro, Alimentos y Bebidas",0,,-1.8527,0.0878689687339134
